truth_table_hex,distance,canonical_expression,neighbour_count,failing_neighbour_count,rigidity
363e,5,"X(O(A(O(N(x1),x3),x0),x2),x1)",32,31,0.96875
363f,5,"O(N(O(x2,x3)),X(O(x0,x2),x1))",32,31,0.96875
3644,5,"A(O(x1,x3),X(O(A(x2,x3),x0),x1))",40,36,0.90000000000000002
3650,5,"X(A(N(x0),x2),A(X(x0,x1),x3))",31,30,0.967741935483871
3655,5,"X(O(A(x2,x3),x0),O(N(x3),x1))",32,30,0.9375
365a,5,"X(A(X(A(x0,x2),x1),x3),X(x0,x2))",38,36,0.94736842105263153
3660,5,"A(O(x2,x3),X(O(A(x2,x3),x0),x1))",38,34,0.89473684210526316
366a,5,"X(A(O(x2,x3),x1),O(A(x2,x3),x0))",39,38,0.97435897435897434
366c,5,"X(A(O(A(x0,x2),x3),O(x0,x2)),x1)",36,35,0.97222222222222221
3676,5,"X(O(A(O(N(x1),x3),x2),x0),x1)",32,27,0.84375
3677,5,"O(N(O(x0,x3)),X(O(x0,x2),x1))",32,30,0.9375
3678,5,"X(A(O(x0,x3),x1),O(A(x0,x3),x2))",39,39,1
367a,5,"X(A(O(A(x0,x2),x3),x1),O(x0,x2))",38,38,1
3688,5,"A(O(X(x1,x2),x0),X(A(x0,x1),x3))",38,36,0.94736842105263153
3693,5,"N(X(A(X(x0,x3),X(x2,x3)),x1))",31,30,0.967741935483871
3699,5,"N(X(O(A(x2,x3),x0),X(x1,x3)))",32,31,0.96875
36a0,5,"X(A(X(X(x0,x1),x2),x3),A(x0,x2))",36,35,0.97222222222222221
36a6,5,"X(A(x1,x2),O(A(x2,x3),X(x0,x1)))",38,36,0.94736842105263153
36ae,5,"X(A(O(X(x0,x1),x3),O(x0,x2)),x1)",40,39,0.97499999999999998
36af,5,"X(A(x1,x3),O(N(X(x2,x3)),x0))",31,30,0.967741935483871
36b2,5,"X(A(O(X(x0,x2),x3),x1),O(x0,x2))",37,37,1
36b4,5,"X(A(x0,x1),O(A(x0,x3),X(x1,x2)))",38,38,1
36be,5,"O(A(N(x3),x0),X(O(x0,x2),x1))",33,32,0.96969696969696972
36c0,5,"A(O(X(x0,x1),x2),X(A(x1,x2),x3))",38,37,0.97368421052631582
36c3,5,"N(X(O(A(x0,x3),x2),X(x1,x3)))",32,32,1
36c8,5,"A(O(x1,x3),X(A(x1,x3),O(x0,x2)))",39,37,0.94871794871794868
36ea,5,"X(A(x1,x3),O(A(O(x1,x3),x2),x0))",38,34,0.89473684210526316
36f4,5,"X(A(O(X(x1,x2),x3),O(x0,x2)),x1)",40,38,0.94999999999999996
36f5,5,"X(A(x1,x3),O(N(X(x0,x3)),x2))",31,31,1
36f6,5,"O(A(N(x3),x2),X(O(x0,x2),x1))",33,31,0.93939393939393945
36f8,5,"X(A(x1,x3),O(A(O(x1,x3),x0),x2))",38,37,0.97368421052631582
36fe,5,"O(A(N(x3),x1),X(O(x0,x2),x1))",33,30,0.90909090909090906
3705,5,"N(A(O(N(x3),x1),O(x0,x2)))",27,25,0.92592592592592593
3708,5,"A(N(A(x1,x2)),X(A(x0,x1),x3))",32,30,0.9375
370c,5,"X(A(O(A(x0,x3),x2),x1),O(x1,x3))",37,36,0.97297297297297303
3722,5,"A(N(A(O(x0,x2),x1)),O(x0,x3))",33,27,0.81818181818181823
3726,5,"X(A(O(x0,x2),x1),O(O(x0,x1),x3))",35,30,0.8571428571428571
3730,5,"A(N(A(O(x0,x2),x1)),O(x2,x3))",33,27,0.81818181818181823
3733,5,"N(A(O(N(x3),O(x0,x2)),x1))",22,20,0.90909090909090906
3734,5,"X(A(O(x0,x2),x1),O(O(x1,x2),x3))",35,30,0.8571428571428571
3736,5,"O(A(N(x1),x3),X(O(x0,x2),x1))",32,29,0.90625
373b,5,"N(A(O(N(X(x0,x3)),x2),x1))",24,24,1
373c,5,"X(O(A(O(N(x1),x0),x3),x2),x1)",32,32,1
373d,5,"O(N(O(x0,x2)),X(O(x2,x3),x1))",32,32,1
373e,5,"O(X(O(x0,x2),x1),X(O(x2,x3),x1))",36,35,0.97222222222222221
3740,5,"A(N(A(x0,x1)),X(A(x1,x2),x3))",32,30,0.9375
3744,5,"X(A(O(A(x2,x3),x0),x1),O(x1,x3))",37,35,0.94594594594594594
3748,5,"X(A(O(A(x0,x3),X(x0,x2)),x1),x3)",36,36,1
3766,5,"X(O(A(O(N(x1),x2),x3),x0),x1)",32,30,0.9375
3767,5,"O(N(O(x0,x2)),X(O(x0,x3),x1))",32,30,0.9375
3768,5,"X(A(O(x0,x2),x1),O(A(x0,x2),x3))",39,39,1
376a,5,"X(A(O(A(x0,x3),x2),x1),O(x0,x3))",38,38,1
3773,5,"N(A(O(N(X(x2,x3)),x0),x1))",24,23,0.95833333333333337
3776,5,"O(X(O(x0,x2),x1),X(O(x0,x3),x1))",36,34,0.94444444444444442
3778,5,"X(A(O(A(x2,x3),x0),x1),O(x2,x3))",38,37,0.97368421052631582
3780,5,"A(X(A(x0,x1),x3),X(A(x1,x2),x3))",40,37,0.92500000000000004
378c,5,"X(A(O(N(X(x2,x3)),x0),x1),x3)",31,30,0.967741935483871
3792,5,"X(A(O(x0,x2),x1),O(X(x0,x2),x3))",38,38,1
379d,5,"X(A(O(x0,x2),x1),O(N(x0),x3))",32,32,1
37aa,5,"X(A(A(O(x0,x2),x1),x3),O(x0,x3))",35,34,0.97142857142857142
37ae,5,"X(A(O(x0,x2),x1),O(X(x0,x1),x3))",38,37,0.97368421052631582
37b3,5,"O(A(X(x0,x3),X(x2,x3)),N(x1))",29,28,0.96551724137931039
37b7,5,"N(A(O(A(x0,x3),X(x0,x2)),x1))",29,29,1
37bb,5,"O(N(x1),X(O(A(x2,x3),x0),x3))",31,30,0.967741935483871
37bf,5,"N(A(X(A(X(x2,x3),x0),x2),x1))",29,29,1
37c4,5,"X(A(O(N(X(x0,x3)),x2),x1),x3)",31,31,1
37c7,5,"X(A(O(x0,x2),x1),O(N(x2),x3))",32,32,1
37cc,5,"O(A(N(O(x0,x2)),x1),X(x1,x3))",28,25,0.8928571428571429
37ce,5,"O(A(N(x2),X(x0,x1)),X(x1,x3))",30,27,0.90000000000000002
37cf,5,"O(N(O(A(x0,x1),x2)),X(x1,x3))",31,27,0.87096774193548387
37dc,5,"O(A(N(x0),X(x1,x2)),X(x1,x3))",30,26,0.8666666666666667
37dd,5,"O(N(O(A(x1,x2),x0)),X(x1,x3))",31,28,0.90322580645161288
37ec,5,"O(A(X(x0,x1),X(x1,x2)),X(x1,x3))",35,29,0.82857142857142863
37ee,5,"O(X(O(A(x1,x2),x0),x1),X(x1,x3))",36,32,0.88888888888888884
37f0,5,"X(A(A(O(x0,x2),x1),x3),O(x2,x3))",35,34,0.97142857142857142
37f3,5,"O(N(x1),X(O(A(x0,x3),x2),x3))",31,31,1
37f4,5,"X(A(O(x0,x2),x1),O(X(x1,x2),x3))",38,37,0.97368421052631582
37f7,5,"N(A(X(A(X(x0,x3),x2),x0),x1))",29,29,1
37fa,5,"O(A(N(x1),x3),X(O(x0,x2),x3))",33,31,0.93939393939393945
37fc,5,"O(X(O(A(x0,x1),x2),x1),X(x1,x3))",36,31,0.86111111111111116
3804,5,"A(N(X(O(x0,x2),x3)),X(x1,x2))",32,30,0.9375
3808,5,"A(A(O(x0,x2),O(x1,x3)),X(x1,x2))",37,30,0.81081081081081086
380a,5,"A(O(x0,x2),X(O(N(x3),x1),x2))",34,30,0.88235294117647056
380c,5,"A(O(A(x0,x1),X(x1,x3)),X(x1,x2))",36,32,0.88888888888888884
380f,5,"X(O(A(O(x0,x2),x1),N(x3)),x2)",32,30,0.9375
3810,5,"A(X(A(X(x2,x3),x0),x2),X(x1,x2))",36,32,0.88888888888888884
3818,5,"A(O(A(x0,x3),X(x0,x2)),X(x1,x2))",36,32,0.88888888888888884
381c,5,"A(O(X(x0,x2),X(x1,x3)),X(x1,x2))",35,30,0.8571428571428571
3832,5,"A(O(x0,x2),X(O(N(x3),x2),x1))",32,30,0.9375
3836,5,"X(O(A(O(x0,x1),X(x0,x3)),x2),x1)",37,36,0.97297297297297303
3837,5,"X(A(O(x0,x2),x1),O(N(x3),x2))",32,32,1
383a,5,"X(O(X(O(A(x0,x3),x1),x0),x2),x1)",38,37,0.97368421052631582
383c,5,"A(O(N(A(x1,x3)),x0),X(x1,x2))",28,25,0.8928571428571429
383d,5,"X(O(N(O(X(x1,x3),x0)),x2),x1)",31,29,0.93548387096774188
383e,5,"X(O(A(X(x0,x1),X(x0,x3)),x2),x1)",36,34,0.94444444444444442
3840,5,"A(X(A(x0,x1),x2),X(A(x1,x2),x3))",38,36,0.94736842105263153
3844,5,"X(O(A(X(x0,x3),x1),A(x2,x3)),x1)",40,38,0.94999999999999996
3848,5,"A(X(A(x0,x1),x2),X(A(x2,x3),x1))",41,36,0.87804878048780488
3868,5,"A(O(X(x1,x3),x0),X(A(x0,x1),x2))",38,33,0.86842105263157898
3870,5,"A(X(A(x0,x1),x2),X(A(x1,x3),x2))",40,36,0.90000000000000002
387c,5,"X(A(O(N(X(x2,x3)),x0),x1),x2)",31,30,0.967741935483871
3888,5,"A(O(A(x2,x3),x0),X(A(x2,x3),x1))",38,36,0.94736842105263153
38a0,5,"A(O(A(x2,x3),x0),X(A(x1,x3),x2))",38,36,0.94736842105263153
38b0,5,"A(O(N(x1),x0),X(A(x1,x3),x2))",32,30,0.9375
38b8,5,"X(A(O(A(x0,x3),X(x0,x2)),x1),x2)",36,36,1
38c0,5,"A(O(A(x0,x1),x2),X(A(x1,x2),x3))",38,37,0.97368421052631582
38c2,5,"A(N(X(X(x1,x2),x3)),O(x0,x2))",31,31,1
38c7,5,"N(X(A(O(x0,x2),X(x1,x2)),x3))",32,30,0.9375
38cc,5,"A(O(X(x1,x3),x0),X(A(x2,x3),x1))",36,35,0.97222222222222221
38e0,5,"A(O(X(x1,x3),x0),X(A(x1,x3),x2))",40,39,0.97499999999999998
38e8,5,"O(A(X(x1,x2),x0),A(X(x1,x3),x2))",39,36,0.92307692307692313
38f4,5,"X(A(N(X(O(x0,x2),x3)),x1),x2)",32,32,1
38f8,5,"X(A(A(x1,x2),x3),O(A(x0,x1),x2))",35,33,0.94285714285714284
38fa,5,"A(O(N(x3),X(x1,x2)),O(x0,x2))",33,33,1
38ff,5,"O(A(O(x0,x2),X(x1,x2)),N(x3))",30,28,0.93333333333333335
3904,5,"A(O(x1,x3),X(O(X(x0,x3),x2),x1))",40,35,0.875
3905,5,"N(X(A(X(x1,x2),x3),O(x0,x2)))",31,31,1
3908,5,"A(O(x1,x3),X(O(N(x0),x2),x1))",34,32,0.94117647058823528
390a,5,"X(A(N(x1),x3),A(N(x2),x0))",25,24,0.95999999999999996
390f,5,"N(X(A(X(O(x0,x2),x1),x3),x2))",32,29,0.90625
3919,5,"X(O(A(O(x1,x3),x2),N(x0)),x1)",32,29,0.90625
391b,5,"N(X(A(X(O(x1,x3),x2),x0),x1))",32,31,0.96875
3922,5,"A(O(x0,x3),X(O(X(x0,x3),x2),x1))",36,31,0.86111111111111116
3926,5,"X(O(A(O(x0,x1),x2),X(x0,x3)),x1)",38,35,0.92105263157894735
3928,5,"A(O(x0,x3),X(O(N(x0),x2),x1))",33,30,0.90909090909090906
392a,5,"X(O(A(x0,x2),X(O(x1,x3),x0)),x1)",40,36,0.90000000000000002
3930,5,"A(O(x2,x3),X(O(N(x0),x2),x1))",32,30,0.9375
3934,5,"X(O(A(O(x1,x3),X(x0,x3)),x2),x1)",37,36,0.97297297297297303
3935,5,"X(A(O(x2,x3),x1),O(N(x0),x2))",32,32,1
3938,5,"X(O(A(N(x0),O(x1,x3)),x2),x1)",32,29,0.90625
393b,5,"X(O(N(A(O(x1,x3),x0)),x2),x1)",30,29,0.96666666666666667
393e,5,"X(O(X(O(A(x0,x1),x3),x0),x2),x1)",38,33,0.86842105263157898
3955,5,"N(X(A(X(A(x0,x2),x1),x3),x0))",31,29,0.93548387096774188
395f,5,"N(X(A(X(x0,x1),x3),A(x0,x2)))",31,30,0.967741935483871
3963,5,"N(X(A(X(x0,x2),X(x2,x3)),x1))",31,30,0.967741935483871
3969,5,"N(X(O(A(x2,x3),x0),X(x1,x2)))",32,31,0.96875
3972,5,"X(A(O(x0,x3),x1),O(X(x0,x3),x2))",38,38,1
397d,5,"X(A(O(x0,x3),x1),O(N(x0),x2))",32,32,1
3996,5,"X(O(A(x2,x3),X(O(x2,x3),x0)),x1)",37,36,0.97297297297297303
399c,5,"X(A(X(x0,x2),X(x2,x3)),X(x1,x3))",35,34,0.97142857142857142
39a0,5,"X(A(N(X(x0,x1)),x3),A(x0,x2))",31,31,1
39aa,5,"X(A(N(X(A(x0,x2),x1)),x3),x0)",32,30,0.9375
39c3,5,"N(X(A(O(x0,x2),X(x2,x3)),x1))",32,32,1
39c9,5,"N(X(A(x2,x3),X(O(x0,x2),x1)))",32,31,0.96875
39e4,5,"X(A(X(O(x1,x3),x2),x0),X(x1,x3))",38,37,0.97368421052631582
39ee,5,"O(A(X(x1,x2),x0),X(O(x0,x1),x3))",38,38,1
39f0,5,"X(A(N(X(O(x0,x2),x1)),x3),x2)",32,31,0.96875
39f6,5,"X(A(x1,x3),O(X(O(x1,x3),x0),x2))",38,36,0.94736842105263153
39ff,5,"N(A(X(A(N(x2),x0),x1),x3))",25,25,1
3a05,5,"N(O(A(x1,x2),X(O(x0,x2),x3)))",33,29,0.87878787878787878
3a06,5,"X(O(X(x0,x3),x2),O(X(x2,x3),x1))",37,32,0.86486486486486491
3a08,5,"A(O(x0,x2),X(A(x1,x2),O(x1,x3)))",39,34,0.87179487179487181
3a09,5,"X(O(N(x0),x2),O(X(x2,x3),x1))",31,26,0.83870967741935487
3a0a,5,"X(A(O(N(x3),x1),x2),O(x0,x2))",31,26,0.83870967741935487
3a10,5,"X(O(A(X(x2,x3),x0),A(x1,x2)),x2)",40,37,0.92500000000000004
3a2a,5,"A(N(A(x1,x2)),O(A(x2,x3),x0))",33,27,0.81818181818181823
3a33,5,"X(O(N(x3),O(X(x0,x1),x2)),x1)",28,27,0.9642857142857143
3a35,5,"X(A(x1,x2),O(N(X(x0,x3)),x2))",30,29,0.96666666666666667
3a38,5,"X(A(x1,x2),O(A(O(x1,x3),x0),x2))",37,35,0.94594594594594594
3a39,5,"X(O(X(O(N(x3),x1),x0),x2),x1)",32,31,0.96875
3a3e,5,"X(O(A(O(x0,x3),X(x0,x1)),x2),x1)",37,33,0.89189189189189189
3a3f,5,"X(A(x1,x2),O(N(x3),O(x0,x2)))",28,25,0.8928571428571429
3a5a,5,"X(A(A(X(x0,x1),x2),x3),X(x0,x2))",35,30,0.8571428571428571
3a5c,5,"X(A(X(x0,x1),X(x2,x3)),X(x1,x2))",37,36,0.97297297297297303
3a60,5,"X(A(X(X(x0,x1),x3),x2),A(x0,x3))",36,34,0.94444444444444442
3a66,5,"X(A(x1,x3),O(A(x2,x3),X(x0,x1)))",38,37,0.97368421052631582
3a6e,5,"X(A(O(X(x0,x1),x2),O(x0,x3)),x1)",40,39,0.97499999999999998
3a6f,5,"X(A(x1,x2),O(N(X(x2,x3)),x0))",31,29,0.93548387096774188
3a7a,5,"X(A(A(O(x0,x3),x1),x2),O(x0,x2))",35,32,0.91428571428571426
3a7e,5,"X(A(O(x0,x3),x1),O(X(x0,x1),x2))",38,38,1
3a80,5,"A(O(A(x2,x3),x0),X(A(x1,x2),x3))",38,34,0.89473684210526316
3a90,5,"X(A(N(X(x0,x1)),x2),A(x0,x3))",31,30,0.967741935483871
3a9a,5,"X(A(N(X(A(x0,x3),x1)),x2),x0)",32,29,0.90625
3aa3,5,"N(X(O(X(x0,x1),X(x2,x3)),x0))",30,27,0.90000000000000002
3ab0,5,"O(A(N(x1),x2),A(X(x2,x3),x0))",33,30,0.90909090909090906
3ac5,5,"N(X(A(x1,x2),X(O(x0,x2),x3)))",32,31,0.96875
3ae0,5,"O(A(X(x1,x3),x2),A(X(x2,x3),x0))",39,37,0.94871794871794868
3af0,5,"X(A(A(x1,x2),x3),O(A(x0,x3),x2))",35,33,0.94285714285714284
3af2,5,"A(O(N(x1),X(x2,x3)),O(x0,x2))",33,31,0.93939393939393945
3af8,5,"A(O(X(x1,x2),X(x1,x3)),O(x0,x2))",37,35,0.94594594594594594
3afc,5,"X(A(x1,x3),O(X(A(x0,x3),x1),x2))",38,38,1
3aff,5,"O(N(x3),X(A(x1,x2),O(x0,x2)))",29,26,0.89655172413793105
3b00,5,"A(N(A(O(N(x0),x2),x1)),x3)",25,24,0.95999999999999996
3b04,5,"X(A(O(X(x0,x3),x2),x1),O(x1,x3))",36,35,0.97222222222222221
3b08,5,"X(A(O(N(x0),x2),x1),O(x1,x3))",31,30,0.967741935483871
3b0a,5,"O(A(N(x1),x3),A(N(x2),x0))",27,26,0.96296296296296291
3b28,5,"O(A(N(x1),x3),A(X(x1,x2),x0))",33,30,0.90909090909090906
3b2e,5,"A(N(A(x1,x2)),O(X(x1,x3),x0))",33,31,0.93939393939393945
3b31,5,"X(O(N(x0),O(X(x1,x3),x2)),x1)",28,28,1
3b32,5,"X(O(O(X(x0,x1),X(x0,x3)),x2),x1)",32,31,0.96875
3b33,5,"N(A(O(N(A(x0,x3)),x2),x1))",22,22,1
3b38,5,"X(A(O(X(x0,x3),x2),x1),O(x2,x3))",37,37,1
3b3c,5,"O(A(X(x1,x2),x0),X(O(x2,x3),x1))",35,32,0.91428571428571426
3b3e,5,"O(A(N(x2),x0),X(O(x2,x3),x1))",32,30,0.9375
3b3f,5,"N(A(O(A(N(x0),x3),x2),x1))",25,23,0.92000000000000004
3b44,5,"X(A(O(A(x2,x3),N(x0)),x1),x3)",32,31,0.96875
3b4c,5,"X(A(A(X(x2,x3),x0),x1),X(x1,x3))",34,34,1
3b62,5,"X(A(O(X(x0,x3),x2),x1),O(x0,x3))",37,37,1
3b64,5,"X(A(x0,x1),O(A(x0,x2),X(x1,x3)))",38,36,0.94736842105263153
3b6e,5,"O(A(N(x2),x0),X(O(x0,x3),x1))",33,33,1
3b73,5,"O(A(X(x0,x2),X(x2,x3)),N(x1))",29,28,0.96551724137931039
3b77,5,"N(A(O(A(x0,x2),X(x0,x3)),x1))",29,29,1
3b7b,5,"O(N(x1),X(O(A(x2,x3),x0),x2))",31,30,0.967741935483871
3b7f,5,"N(A(X(A(X(x2,x3),x0),x3),x1))",29,29,1
3b80,5,"A(O(N(x1),x0),X(A(x1,x2),x3))",32,30,0.9375
3b88,5,"X(A(O(A(x0,x2),X(x0,x3)),x1),x3)",36,36,1
3ba0,5,"O(A(N(x1),x3),A(X(x2,x3),x0))",33,32,0.96969696969696972
3bbb,5,"N(A(O(A(x2,x3),N(x0)),x1))",25,24,0.95999999999999996
3bbc,5,"O(A(X(x2,x3),x0),X(O(x2,x3),x1))",39,39,1
3bc0,5,"A(O(X(x1,x3),x0),X(A(x1,x2),x3))",36,35,0.97222222222222221
3bcc,5,"O(A(A(N(x2),x0),x1),X(x1,x3))",28,27,0.9642857142857143
3bcd,5,"O(N(O(X(x0,x1),x2)),X(x1,x3))",30,28,0.93333333333333335
3bdc,5,"O(A(X(x0,x2),X(x1,x2)),X(x1,x3))",35,29,0.82857142857142863
3bde,5,"O(X(O(A(x1,x2),x0),x2),X(x1,x3))",37,34,0.91891891891891897
3be6,5,"O(A(X(x2,x3),x0),X(O(x0,x3),x1))",38,38,1
3bee,5,"O(A(N(A(x1,x2)),x0),X(x1,x3))",31,30,0.967741935483871
3bf3,5,"O(A(O(x0,x2),X(x2,x3)),N(x1))",30,30,1
3bf7,5,"N(A(X(A(N(x2),x0),x3),x1))",25,25,1
3bf8,5,"X(A(x1,x3),O(X(A(x0,x1),x3),x2))",38,38,1
3bfb,5,"O(N(x1),X(A(x2,x3),O(x0,x2)))",29,29,1
3bfc,5,"O(A(O(x0,x2),X(x1,x2)),X(x1,x3))",36,32,0.88888888888888884
3bfd,5,"O(X(O(N(x0),x2),x1),X(x1,x3))",30,28,0.93333333333333335
3bfe,5,"O(X(A(x1,x2),O(x0,x2)),X(x1,x3))",35,32,0.91428571428571426
3bff,5,"N(A(A(O(N(x0),x2),x1),x3))",23,22,0.95652173913043481
3c03,5,"N(O(A(x1,x2),X(O(x1,x2),x3)))",30,27,0.90000000000000002
3c04,5,"A(O(A(N(x0),x1),x3),X(x1,x2))",32,29,0.90625
3c0a,5,"A(O(x0,x3),X(O(N(x3),x1),x2))",33,29,0.87878787878787878
3c0e,5,"X(O(A(N(x3),O(x0,x2)),x1),x2)",32,22,0.6875
3c10,5,"A(O(A(N(x0),x2),x3),X(x1,x2))",32,24,0.75
3c1c,5,"A(O(N(A(x0,x2)),x3),X(x1,x2))",28,23,0.8214285714285714
3c1d,5,"X(O(N(O(X(x0,x2),x3)),x1),x2)",31,22,0.70967741935483875
3c22,5,"A(O(x0,x3),X(O(N(x3),x2),x1))",33,28,0.84848484848484851
3c2e,5,"X(A(O(x1,x3),X(X(x0,x1),x2)),x0)",39,35,0.89743589743589747
3c2f,5,"X(O(N(O(A(x0,x2),x3)),x1),x2)",32,22,0.6875
3c32,5,"X(O(A(N(x3),O(x0,x1)),x2),x1)",32,26,0.8125
3c34,5,"A(O(N(A(x0,x1)),x3),X(x1,x2))",28,25,0.8928571428571429
3c35,5,"X(O(N(O(X(x0,x1),x3)),x2),x1)",31,28,0.90322580645161288
3c3a,5,"X(A(O(x2,x3),X(X(x0,x1),x2)),x0)",39,36,0.92307692307692313
3c3b,5,"X(O(N(O(A(x0,x1),x3)),x2),x1)",32,28,0.875
3c3d,5,"O(N(O(O(x0,x1),x3)),X(x1,x2))",28,24,0.8571428571428571
3c3e,5,"O(A(N(O(x1,x3)),x0),X(x1,x2))",28,24,0.8571428571428571
3c44,5,"A(O(N(x0),x3),X(A(x2,x3),x1))",33,32,0.96969696969696972
3c48,5,"A(O(X(x0,x2),x3),X(A(x2,x3),x1))",38,37,0.97368421052631582
3c4b,5,"N(X(O(A(x0,x1),x3),X(x1,x2)))",32,31,0.96875
3c50,5,"A(O(N(x0),x3),X(A(x1,x3),x2))",33,33,1
3c55,5,"N(X(A(X(x1,x2),x3),O(x0,x3)))",30,30,1
3c5c,5,"X(A(O(N(X(x0,x1)),x3),x2),x1)",31,28,0.90322580645161288
3c5f,5,"X(A(O(x0,x3),x2),O(N(x3),x1))",32,30,0.9375
3c60,5,"A(O(X(x0,x1),x3),X(A(x1,x3),x2))",38,37,0.97368421052631582
3c63,5,"N(X(O(A(x0,x2),x3),X(x1,x2)))",32,32,1
3c68,5,"A(O(x1,x2),X(A(x1,x2),O(x0,x3)))",39,37,0.94871794871794868
3c74,5,"X(A(O(N(X(x0,x2)),x3),x1),x2)",31,31,1
3c77,5,"X(A(O(x0,x3),x1),O(N(x3),x2))",32,32,1
3c7c,5,"O(A(N(O(x0,x3)),x1),X(x1,x2))",28,25,0.8928571428571429
3c7e,5,"O(A(N(x3),X(x0,x1)),X(x1,x2))",30,27,0.90000000000000002
3c7f,5,"O(N(O(A(x0,x1),x3)),X(x1,x2))",31,29,0.93548387096774188
3c80,5,"A(O(A(x0,x1),x3),X(A(x1,x3),x2))",38,37,0.97368421052631582
3c82,5,"A(N(X(X(x1,x2),x3)),O(x0,x3))",31,31,1
3c87,5,"N(X(A(O(x0,x3),X(x1,x3)),x2))",32,32,1
3c8c,5,"A(O(X(x1,x2),x0),X(A(x2,x3),x1))",36,35,0.97222222222222221
3c93,5,"N(X(A(O(x0,x3),X(x2,x3)),x1))",32,32,1
3c99,5,"N(X(A(x2,x3),X(O(x0,x3),x1)))",32,31,0.96875
3ca5,5,"N(X(A(x1,x3),X(O(x0,x3),x2)))",32,32,1
3cb0,5,"A(O(X(x1,x2),x0),X(A(x1,x3),x2))",36,35,0.97222222222222221
3cbc,5,"O(A(A(N(x3),x0),x1),X(x1,x2))",28,27,0.9642857142857143
3cbd,5,"O(N(O(X(x0,x1),x3)),X(x1,x2))",30,29,0.96666666666666667
3cc6,5,"X(A(N(X(x2,x3)),O(x0,x2)),x1)",32,27,0.84375
3cc8,5,"A(O(O(x0,x2),x3),X(A(x2,x3),x1))",35,34,0.97142857142857142
3ccf,5,"N(A(O(x2,x3),X(X(x1,x2),x3)))",30,29,0.96666666666666667
3cd2,5,"X(A(N(X(x1,x3)),O(x0,x1)),x2)",32,28,0.875
3cd7,5,"N(A(O(x0,x3),X(X(x1,x2),x3)))",32,30,0.9375
3cdc,5,"X(A(O(N(O(x0,x1)),x3),x2),x1)",32,28,0.875
3cdd,5,"O(N(O(x0,x3)),X(A(x2,x3),x1))",33,29,0.87878787878787878
3ce0,5,"A(O(O(x0,x1),x3),X(A(x1,x3),x2))",35,30,0.8571428571428571
3cec,5,"O(A(X(x1,x2),x0),X(A(x2,x3),x1))",35,32,0.91428571428571426
3cee,5,"O(A(N(x3),x0),X(A(x2,x3),x1))",33,28,0.84848484848484851
3cf3,5,"N(A(O(x1,x3),X(X(x1,x2),x3)))",30,28,0.93333333333333335
3cf4,5,"X(A(O(N(O(x0,x2)),x3),x1),x2)",32,31,0.96875
3cf5,5,"O(N(O(x0,x3)),X(A(x1,x3),x2))",33,31,0.93939393939393945
3cf8,5,"O(A(X(x1,x2),x0),X(A(x1,x3),x2))",35,34,0.97142857142857142
3cfa,5,"O(A(N(x3),x0),X(A(x1,x3),x2))",33,31,0.93939393939393945
3cfe,5,"O(A(N(x3),O(x0,x1)),X(x1,x2))",31,28,0.90322580645161288
3d00,5,"A(O(N(O(x0,x1)),X(x1,x2)),x3)",30,28,0.93333333333333335
3d05,5,"O(A(X(x1,x2),x3),N(O(x0,x2)))",33,32,0.96969696969696972
3d0a,5,"X(O(A(x1,x3),X(O(x0,x2),x3)),x2)",40,37,0.92500000000000004
3d0c,5,"X(O(X(O(A(x0,x3),x2),x3),x1),x2)",38,33,0.86842105263157898
3d0f,5,"X(O(N(A(O(x0,x2),x3)),x1),x2)",30,26,0.8666666666666667
3d11,5,"O(A(X(x1,x2),x3),N(O(x0,x1)))",33,31,0.93939393939393945
3d1c,5,"X(O(A(X(x0,x3),X(x2,x3)),x1),x2)",36,31,0.86111111111111116
3d1e,5,"X(O(X(O(A(x2,x3),x0),x3),x1),x2)",38,33,0.86842105263157898
3d22,5,"X(O(A(x2,x3),X(O(x0,x1),x3)),x1)",40,36,0.90000000000000002
3d2c,5,"X(A(O(x0,x1),X(X(x1,x2),x3)),x3)",39,37,0.94871794871794868
3d2d,5,"X(O(N(O(A(x2,x3),x0)),x1),x2)",32,28,0.875
3d30,5,"X(O(X(O(A(x0,x3),x1),x3),x2),x1)",38,37,0.97368421052631582
3d33,5,"X(O(N(A(O(x0,x1),x3)),x2),x1)",30,30,1
3d34,5,"X(O(A(X(x0,x3),X(x1,x3)),x2),x1)",36,36,1
3d36,5,"X(O(X(O(A(x1,x3),x0),x3),x2),x1)",38,37,0.97368421052631582
3d38,5,"X(A(O(x0,x2),X(X(x1,x2),x3)),x3)",39,37,0.94871794871794868
3d39,5,"X(O(N(O(A(x1,x3),x0)),x2),x1)",32,31,0.96875
3d3c,5,"O(A(N(O(x0,x1)),x3),X(x1,x2))",28,25,0.8928571428571429
3d3e,5,"O(A(N(x1),X(x0,x3)),X(x1,x2))",30,27,0.90000000000000002
3d3f,5,"O(N(O(A(x0,x3),x1)),X(x1,x2))",31,29,0.93548387096774188
3d7c,5,"O(A(N(x0),X(x1,x3)),X(x1,x2))",30,28,0.93333333333333335
3d7d,5,"O(N(O(A(x1,x3),x0)),X(x1,x2))",31,29,0.93548387096774188
3dbc,5,"O(A(X(x0,x3),X(x1,x3)),X(x1,x2))",35,33,0.94285714285714284
3dbe,5,"O(X(O(A(x1,x3),x0),x3),X(x1,x2))",37,36,0.97297297297297303
